stageid,traversedpath,address1_composite,address1_addresstypecode,address1_city,address1_country,address1_county,address1_fax,address1_freighttermscode,address1_latitude,address1_longitude,address1_name,address1_telephone1,address1_postofficebox,address1_primarycontactname,address1_stateorprovince,address1_line1,address1_line2,address1_line3,address1_telephone2,address1_telephone3,address1_postalcode,address2_composite,address2_addresstypecode,address2_city,address2_country,address2_county,address2_fax,address2_latitude,address2_longitude,address2_name,address2_postofficebox,address2_primarycontactname,address2_stateorprovince,address2_line1,address2_line2,address2_line3,address2_telephone1,address2_telephone2,address2_telephone3,address2_postalcode,address3_composite,address3_addresstypecode,address3_city,address3_county,address3_fax,address3_latitude,address3_longitude,address3_name,address3_postofficebox,address3_primarycontactname,address3_telephone1,address3_telephone2,address3_telephone3,address3_country,address3_stateorprovince,address3_line1,address3_line2,address3_line3,address3_postalcode,aging30,aging30_base,aging60,aging60_base,aging90,aging90_base,anniversary,annualincome,annualincome_base,assistantname,assistantphone,isbackofficecustomer,birthdate,businesscard,telephone1,business2,businesscardattributes,callback,childrensnames,company,contactid,creditonhold,creditlimit,creditlimit_base,customersizecode,department,description,donotbulkemail,donotbulkpostalmail,donotemail,donotfax,donotpostalmail,donotphone,educationcode,emailaddress1,emailaddress2,emailaddress3,employeeid,entityimage,entityimageid,exchangerate,externaluseridentifier,fax,firstname,followemail,ftpsiteurl,fullname,msdyn_gdproptout,gendercode,governmentid,haschildrencode,telephone2,home2,importsequencenumber,jobtitle,lastusedincampaign,lastname,lastonholdtime,leadsourcecode,managername,managerphone,familystatuscode,marketingonly,merged,middlename,mobilephone,nickname,numberofchildren,msdyn_orgchangestatus,onholdtime,pager,participatesinworkflow,paymenttermscode,preferredappointmentdaycode,preferredcontactmethodcode,preferredappointmenttimecode,processid,customertypecode,accountrolecode,salutation,donotsendmm,shippingmethodcode,spousesname,statuscode,statecode,suffix,teamsfollowed,telephone3,territorycode,timespentbymeonemailandmeetings,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,websiteurl,yomifirstname,yomifullname,yomilastname,yomimiddlename,createdbyexternalparty,transactioncurrencyid,slainvokedid,masterid,modifiedbyexternalparty,originatingleadid,owningbusinessunit,parent_contactid,preferredequipmentid,preferredserviceid,preferredsystemuserid,defaultpricelevelid,slaid
,,"1 Northwind Trader Way
Columbus, OH 47736
US",,Columbus,US,,,,,,,,,,OH,1 Northwind Trader Way,,,,,47736,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4/26/1989 12:00:00 AM,,407-967-2237,,,,,,73a5e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,Rok@northwindtraders.com,,,,,,,,,Rok,true,,Rok Palčič,false,Male,,Default Value,,,104,,,Palčič,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783201,,,Rok Palčič,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"1 Northwind Trader Way
Columbus, OH 47736
US",,Columbus,US,,,,,,,,,,OH,1 Northwind Trader Way,,,,,47736,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,12/7/1990 12:00:00 AM,,555-123-4905,,,,,,83a2e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,viggo@northwindtraders.com,,,,,,,,,Viggo,true,,Viggo Forde,false,Male,,Default Value,,,104,,,Forde,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783200,,,Viggo Forde,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"1 Northwind Trader Way
Columbus, OH 47736
US",,Columbus,US,,,,,,,,,,OH,1 Northwind Trader Way,,,,,47736,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1/3/1950 12:00:00 AM,,012-156-8755,,,,,,c9a1e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,camco@northwindtraders.com,,,,,,,,,Can,true,,Can Comertoglu,false,Male,,Default Value,,,104,,,Comertoglu,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783199,,,Can Comertoglu,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"1 Northwind Trader Way
Columbus, OH 47736
US",,Columbus,US,,,,,,,,,,OH,1 Northwind Trader Way,,,,,47736,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,7/26/1989 12:00:00 AM,,123-879-9904,,,,,,9da1e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,gregc@northwindtraders.com,,,,,,,,,Greg,true,,Greg Chapman,false,Male,,Default Value,,,104,,,Chapman,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783198,,,Greg Chapman,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"4915 Pear Dr.
Newport Beach, CA
US",,Newport Beach,US,,,,,,,,,,CA,4915 Pear Dr.,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1/11/1993 12:00:00 AM,,123-879-9905,,,,,,0fa7e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,IbenT@margiestravel.com,,,,,,,,,Iben,true,,Iben Thorell,false,Female,,Default Value,,,104,,,Thorell,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783166,,,Iben Thorell,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"4915 Pear Dr.
Newport Beach, CA
US",,Newport Beach,US,,,,,,,,,,CA,4915 Pear Dr.,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,9/24/1951 12:00:00 AM,,408-875-4592,,,,,,61a0e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,sueburk@margiestravel.com,,,,,,,,,Susan,true,,Susan Burk,false,Female,,Default Value,,,104,Owner,,Burk,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783165,,,Susan Burk,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"10001 High Street
Chistchurch
New Zealand",,Chistchurch,New Zealand,,,,,,,,,,,10001 High Street,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6/11/1972 12:00:00 AM,,407-967-2218,,,,,,21a7e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,brunot@lucernepublishing.com,,,,,,,,,Bruno,true,,Bruno Torres,false,Male,,Default Value,,,104,,,Torres,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783159,,,Bruno Torres,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"10001 High Street
Chistchurch
New Zealand",,Chistchurch,New Zealand,,,,,,,,,,,10001 High Street,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,5/3/1990 12:00:00 AM,,789-741-8566,,,,,,71a5e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,IanP@lucernepublishing.com,,,,,,,,,Ian,true,,Ian Palangio,false,Male,,Default Value,,,104,,,Palangio,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783158,,,Ian Palangio,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"10001 High Street
Chistchurch
New Zealand",,Chistchurch,New Zealand,,,,,,,,,,,10001 High Street,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2/4/1982 12:00:00 AM,,123-879-9954,,,,,,a9a3e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,viara@lucernepublishing.com,,,,,,,,,Viara,true,,Viara Kalnakova,false,Female,,Default Value,,,104,,,Kalnakova,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783157,,,Viara Kalnakova,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"10001 High Street
Chistchurch
New Zealand",,Chistchurch,New Zealand,,,,,,,,,,,10001 High Street,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,11/10/1958 12:00:00 AM,,408-875-4587,,,,,,5fa0e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,psteiner@lucernepublishing.com,,,,,,,,,Patrick,true,,Patrick Steiner,false,Male,,Default Value,,,104,Purchasing Manager,,Steiner,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783156,,,Patrick Steiner,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"100 Red Oak Lane
Dallas, TX
USA",,Dallas,USA,,,,,,,,,,TX,100 Red Oak Lane,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10/18/1982 12:00:00 AM,,407-967-2237,,,,,,b3a7e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,robinw@litware.com,,,,,,,,,Robin,true,,Robin Wood,false,Female,,Default Value,,,104,,,Wood,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783079,,,Robin Wood,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"100 Red Oak Lane
Dallas, TX
USA",,Dallas,USA,,,,,,,,,,TX,100 Red Oak Lane,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1/16/1961 12:00:00 AM,,123-879-9952,,,,,,83a7e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,thiti@litware.com,,,,,,,,,Thiti,true,,Thiti Wang-Aryattawanich,false,Male,,Default Value,,,104,,,Wang-Aryattawanich,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783078,,,Thiti Wang-Aryattawanich,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"100 Red Oak Lane
Dallas, TX
USA",,Dallas,USA,,,,,,,,,,TX,100 Red Oak Lane,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,5/6/1986 12:00:00 AM,,408-875-4587,,,,,,f1a5e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,oliverr@litware.com,,,,,,,,,Olivier,true,,Olivier Renaud,false,Male,,Default Value,,,104,,,Renaud,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783077,,,Olivier Renaud,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"100 Red Oak Lane
Dallas, TX
USA",,Dallas,USA,,,,,,,,,,TX,100 Red Oak Lane,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,9/19/1952 12:00:00 AM,,789-741-8567,,,,,,19a4e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,jasonk@litware.com,,,,,,,,,Jason,true,,Jason Kozleski,false,Male,,Default Value,,,104,,,Kozleski,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783076,,,Jason Kozleski,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"100 Red Oak Lane
Dallas, TX
USA",,Dallas,USA,,,,,,,,,,TX,100 Red Oak Lane,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10/14/1991 12:00:00 AM,,789-741-8564,,,,,,a9a2e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,hugo@litware.com,,,,,,,,,Hugo,true,,Hugo Garcia,false,Male,,Default Value,,,104,,,Garcia,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783075,,,Hugo Garcia,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"100 Red Oak Lane
Dallas, TX
USA",,Dallas,USA,,,,,,,,,,TX,100 Red Oak Lane,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2/7/1979 12:00:00 AM,,555-789-8856,,,,,,5da0e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,andrewr@litware.com,,,,,,,,,Andrew,true,,Andrew Dixon,false,Male,,Default Value,,,104,Owner,,Dixon,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783074,,,Andrew Dixon,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"13 E. Johnson
Madison, IL 74285
USA",,Madison,USA,,,,,,,,,,IL,13 E. Johnson,,,,,74285,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10/15/1985 12:00:00 AM,,123-879-9951,,,,,,ffa4e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,tetemensa@humongousinsurance.com,,,,,,,,,Tete,true,,Tete Mensa-Annan,false,Male,,Default Value,,,104,,,Mensa-Annan,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783050,,,Tete Mensa-Annan,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"13 E. Johnson
Madison, IL 74285
USA",,Madison,USA,,,,,,,,,,IL,13 E. Johnson,,,,,74285,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2/2/1966 12:00:00 AM,,555-789-8880,,,,,,5ba0e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,TSalah@humongousinsurance.com,,,,,,,,,Tamer,true,,Tamer Salah,false,Male,,Default Value,,,104,Owner,,Salah,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783049,,,Tamer Salah,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"2137 Birchwood Dr
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,2137 Birchwood Dr,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,5/14/1993 12:00:00 AM,,111-587-4582,,,,,,e3a7e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,karin@graphicdesigninstitute.com,,,,,,,,,Karin,true,,Karin Zimprich,false,Female,,Default Value,,,104,,,Zimprich,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783038,,,Karin Zimprich,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"2137 Birchwood Dr
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,2137 Birchwood Dr,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,11/27/1972 12:00:00 AM,,789-741-8555,,,,,,6fa7e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,florianv@graphicdesigninstitute.com,,,,,,,,,Florian,true,,Florian Voss,false,Female,,Default Value,,,104,,,Voss,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783037,,,Florian Voss,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"2137 Birchwood Dr
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,2137 Birchwood Dr,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3/12/1979 12:00:00 AM,,1-555-555-5554,,,,,,8da6e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,alexs@graphicdesigninstitute.com,,,,,,,,,Alex,true,,Alex Simmons,false,Male,,Default Value,,,104,,,Simmons,,Default Value,,,,false,false,,1-555-555-5556,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783036,,,Alex Simmons,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"2137 Birchwood Dr
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,2137 Birchwood Dr,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,12/4/1974 12:00:00 AM,,789-741-8629,,,,,,35a3e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,uhefetz@graphicdesigninstitute.com,,,,,,,,,Uzi,true,,Uzi Hefetz,false,Male,,Default Value,,,104,,,Hefetz,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783035,,,Uzi Hefetz,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"2137 Birchwood Dr
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,2137 Birchwood Dr,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3/26/1985 12:00:00 AM,,123-879-9943,,,,,,d7a1e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,robinc@graphicdesigninstitute.com,,,,,,,,,Robin,true,,Robin Counts,false,Female,,Default Value,,,104,,,Counts,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783034,,,Robin Counts,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"2137 Birchwood Dr
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,2137 Birchwood Dr,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6/10/1975 12:00:00 AM,,178-854-4571,,,,,,59a0e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,george@graphicdesigninstitute.com,,,,,,,,,George,true,,George Sullivan,false,Male,,Default Value,,,104,Owner,,Sullivan,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2783033,,,George Sullivan,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"Carrera 1b No 10-01
Bogota
Columbia",,Bogota,Columbia,,,,,,,,,,,Carrera 1b No 10-01,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4/27/1988 12:00:00 AM,,408-875-4587,,,,,,dba3e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,oliverk@fourthcoffee.com,,,,,,,,,Oliver,true,,Oliver Kiel,false,Male,,Default Value,,,104,,,Kiel,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2782977,,,Oliver Kiel,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"Carrera 1b No 10-01
Bogota
Columbia",,Bogota,Columbia,,,,,,,,,,,Carrera 1b No 10-01,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,3/14/1995 12:00:00 AM,,789-741-8545,,,,,,5da2e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,daniel@fourthcoffee.com,,,,,,,,,Daniel,true,,Daniel Escapa,false,Male,,Default Value,,,104,Board Member,,Escapa,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2782975,,,Daniel Escapa,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"Carrera 1b No 10-01
Bogota
Columbia",,Bogota,Columbia,,,,,,,,,,,Carrera 1b No 10-01,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,9/24/1955 12:00:00 AM,,408-875-4576,,,,,,57a0e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,gabriele@fourthcoffee.com,,,,,,,,,Gabriele,true,,Gabriele Cannata,false,Female,,Default Value,,,104,Purchasing Assistant,,Cannata,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2782974,,,Gabriele Cannata,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"3397 Rancho View Drive
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,3397 Rancho View Drive,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,5/9/1976 12:00:00 AM,,123-879-9941,,,,,,9fa4e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,rlyon@fabrikam.com,,,,,,,,,Robert,true,,Robert Lyon,false,Male,,Default Value,,,104,,,Lyon,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2782911,,,Robert Lyon,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"3397 Rancho View Drive
Redmond, WA 72052
US",,Redmond,US,,,,,,,,,,WA,3397 Rancho View Drive,,,,,72052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1/17/1980 12:00:00 AM,,407-967-2234,,,,,,eba1e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,Odaliot@fabrikam.com,,,,,,,,,Ofer,true,,Ofer Daliot,false,Male,,Default Value,,,104,,,Daliot,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2782910,,,Ofer Daliot,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"Da Vincilaan 1001
B-0001 Zaventem
Belgium",,Zaventem,Belgium,,,,,,,,,,,Da Vincilaan 1001,,,,,B-0001,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,11/19/1965 12:00:00 AM,,178-854-4571,,,,,,5ba6e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,info@wingtiptoys.com,,,,,,,,,Gary,true,,Gary Schare,false,Male,,Default Value,,,104,,,Schare,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2692760,,,Gary Schare,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"Aydin Sokak No:1101
Istanbul
Turkey",,Istanbul,Turkey,,,,,,,,,,,Aydin Sokak No:1101,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1/17/1983 12:00:00 AM,,012-156-8762,,,,,,09a4e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,info@wideworldimporters.com,,,,,,,,,Ivan,true,,Ivan Komashinsky,false,Male,,Default Value,,,104,Volume Purchaser,,Komashinsky,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2692753,,,Ivan Komashinsky,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
,,"Aydin Sokak No:1101
Istanbul
Turkey",,Istanbul,Turkey,,,,,,,,,,,Aydin Sokak No:1101,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4/8/1956 12:00:00 AM,,012-156-8775,,,,,,71a0e5b9-88df-e311-b8e5-6c3be5a8b200,false,,,Default Value,,,false,false,false,false,false,false,Default Value,info@wideworldimporters.com,,,,,,,,,Sean,true,,Sean Chai,false,Male,,Default Value,,,104,Purchasing Manager,,Chai,,Default Value,,,,false,false,,,,,No Feedback,,,false,,,Any,Morning,,Default Value,,,false,Default Value,,Ready To Launch,Active,,,,Default Value,,0,,2692752,,,Sean Chai,,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,
